Path,AOM,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,Edge_Value,Synonym,Description,Notes,Example Units,Ontology,Agrovoc,Group,Scientific Name,NCBI,Sex,ERA.Field,ERA_Code,C or E,WFO,Feedipedia,CPC_Code_Product,CPC_Code_Component,CPC_Code_Product_Match,CPC_Code_Component_Match,Ani_Diet_Spp_Syn,Is_Ani_Diet_Ingredient,ilri_code,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal,AOM_000002,Species,Animal,,,,,,,,,Animal,,A multicellular eukaryotic heterotrophic organism within the kingdom Animalia.,,,http://purl.obolibrary.org/obo/FOODON_00003004,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic,AOM_000032,Species,Animal,Aquatic,,,,,,,,Aquatic,Seafood,A seafood product is a vertebrate or invertibrate organism from an aquatic environment.,,,http://purl.obolibrary.org/obo/FOODON_00001046,,,,NA,,,a23;a24;a25;a26,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish,AOM_000034,Species,Animal,Aquatic,Fish,,,,,,,Fish,,"Fish are the gill-bearing aquatic craniate animals that lack limbs with digits. Most fish are ectothermic (""cold-blooded""), allowing their body temperatures to vary as ambient temperatures change, though some of the large active swimmers like white shark and tuna can hold a higher core temperature.",,,http://purl.obolibrary.org/obo/FOODON_03411222,,,,,,,a24,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/African Carp,AOM_000048,Species,Animal,Aquatic,Fish,African Carp,,,,,,African Carp,,,,,http://purl.obolibrary.org/obo/NCBITaxon_198507,,,Labeo senegalensis,http://purl.obolibrary.org/obo/NCBITaxon_198507,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/African Catfish,AOM_000050,Species,Animal,Aquatic,Fish,African Catfish,,,,,,African Catfish,,,,,http://purl.obolibrary.org/obo/NCBITaxon_103210,,,Heterobranchus bidorsalis,http://purl.obolibrary.org/obo/NCBITaxon_103210,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/African Sharptooth Catfish,AOM_000041,Species,Animal,Aquatic,Fish,African Sharptooth Catfish,,,,,,African Sharptooth Catfish,Sharptooth Catfish;North African Catfish,"A species of catfish of the family Clariidae, the airbreathing catfishes. The African sharptooth catfish was introduced all over the world in the early 1980s for aquaculture purposes, so is found in countries far outside its natural habitat, such as Brazil, Vietnam, Indonesia, and India.",,,http://purl.obolibrary.org/obo/NCBITaxon_13013,,,Clarias gariepinus,http://purl.obolibrary.org/obo/NCBITaxon_13013,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/African Sharptooth x African Catfish Hybrid,AOM_000052,Species,Animal,Aquatic,Fish,African Sharptooth x African Catfish Hybrid,,,,,,African Sharptooth x African Catfish Hybrid,,,,,,,,Clarias gariepinus x Heterobranchus bidorsalis,NA,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Common Carp,AOM_000040,Species,Animal,Aquatic,Fish,Common Carp,,,,,,Common Carp,Mirror Carp;Carp;Koi;Fancy Carp,The common carp or European carp (*Cyprinus carpio*) is a widespread freshwater fish of eutrophic waters in lakes and large rivers in Europe and Asia. It gives its name to the carp family *Cyprinidae. Cyprinus carpio* is the number 3 fish of aquaculture after Grass carp and Silver carp.,,,http://purl.obolibrary.org/obo/NCBITaxon_7962,,,Cyprinus carpio,http://purl.obolibrary.org/obo/NCBITaxon_7962,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Dwarf African Mud Catfish,AOM_000051,Species,Animal,Aquatic,Fish,Dwarf African Mud Catfish,,,,,,Dwarf African Mud Catfish,Clarias isheriensis,,,,http://purl.obolibrary.org/obo/NCBITaxon_121725,,,Clarias agboyiensis,http://purl.obolibrary.org/obo/NCBITaxon_121725,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Mozambique Tilapia,AOM_000045,Species,Animal,Aquatic,Fish,Mozambique Tilapia,,,,,,Mozambique Tilapia,Largemouth Tilapia;Mozambique Tilapia;Java Tilapia;Mozambique Cichlid;Tilapia mossambica,,,,http://purl.obolibrary.org/obo/NCBITaxon_8127 ,,,Oreochromis mossambicus,http://purl.obolibrary.org/obo/NCBITaxon_8127,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Mozambique x Nile Hybrid Tilapia,AOM_000044,Species,Animal,Aquatic,Fish,Mozambique x Nile Hybrid Tilapia,,,,,,Mozambique x Nile Hybrid Tilapia,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1344354,,,Oreochromis niloticus x Oreochromis mossambicus,http://purl.obolibrary.org/obo/NCBITaxon_1344354,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Nile Tilapia,AOM_000042,Species,Animal,Aquatic,Fish,Nile Tilapia,,,,,,Nile Tilapia,Tilapia nilotica,,,,http://purl.obolibrary.org/obo/NCBITaxon_8128,,,Oreochromis niloticus,http://purl.obolibrary.org/obo/NCBITaxon_8128,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Ningu,AOM_000047,Species,Animal,Aquatic,Fish,Ningu,,,,,,Ningu,,,,,http://purl.obolibrary.org/obo/NCBITaxon_317926,,,Labeo victorianus,http://purl.obolibrary.org/obo/NCBITaxon_317926,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Redbreast Tilapia,AOM_000043,Species,Animal,Aquatic,Fish,Redbreast Tilapia,,,,,,Redbreast Tilapia,Redbreast Tilapia;Chromis rendalli;Tilapia rendalli,,,,http://purl.obolibrary.org/obo/NCBITaxon_8129,,,Coptodon rendalli,http://purl.obolibrary.org/obo/NCBITaxon_8129 ,,,NO CODE,,NA,No match,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Shire Tilapia,AOM_000046,Species,Animal,Aquatic,Fish,Shire Tilapia,,,,,,Shire Tilapia,,,,,http://purl.obolibrary.org/obo/NCBITaxon_1448876 ,,,Oreochromis shiranus,http://purl.obolibrary.org/obo/NCBITaxon_1448876,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Fish/Vundu Catfish,AOM_000049,Species,Animal,Aquatic,Fish,Vundu Catfish,,,,,,Vundu Catfish,,,,,http://purl.obolibrary.org/obo/NCBITaxon_103213,,,Heterobranchus longifilis,http://purl.obolibrary.org/obo/NCBITaxon_103213,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish,AOM_000035,Species,Animal,Aquatic,Shellfish,,,,,,,Shellfish,,"The term shellfish is used both broadly and specifically. For regulatory purposes it is often narrowly defined as filter-feeding molluscs such as clams, mussels, and oyster to the exclusion of crustaceans and all else. Although their shells may differ, all shellfish are invertebrates.",,,http://purl.obolibrary.org/obo/FOODON_03411433,,,,,,,a25,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish/Crustacean,AOM_000033,Species,Animal,Aquatic,Shellfish,Crustacean,,,,,,Crustacean,,"Crustaceans form a large, diverse arthropod taxon which includes such familiar animals as crabs, lobsters, crayfish, shrimp, krill, woodlice, and barnacles.",,,http://purl.obolibrary.org/obo/FOODON_03411374,,,,http://purl.obolibrary.org/obo/NCBITaxon_6657,,,a23,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish/Crustacean/Indian Prawn,AOM_000053,Species,Animal,Aquatic,Shellfish,Crustacean,Indian Prawn,,,,,Indian Prawn,Penaeus indicus,,,,http://purl.obolibrary.org/obo/NCBITaxon_29960,,,Fenneropenaeus indicus,http://purl.obolibrary.org/obo/NCBITaxon_29960,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish/Mollusc,AOM_000037,Species,Animal,Aquatic,Shellfish,Mollusc,,,,,,Mollusc,Mollusk,"Mollusca is a large phylum of invertebrate animals whose members are known as molluscs or mollusks. Molluscs are the largest marine phylum, comprising about 23% of all the named marine organisms. Numerous molluscs also live in freshwater and terrestrial habitats. [https://en.wikipedia.org/wiki/Mollusca]",,,http://purl.obolibrary.org/obo/FOODON_03412112,,,,http://purl.obolibrary.org/obo/NCBITaxon_6447,,,NO CODE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish/Mollusc/Cephalapod,AOM_000039,Species,Animal,Aquatic,Shellfish,Mollusc,Cephalapod,,,,,Cephalapod,Cephalopod,"A cephalopod is any member of the molluscan class Cephalopoda such as a squid, octopus or nautilus. These exclusively marine animals are characterized by bilateral body symmetry, a prominent head, and a set of arms or tentacles modified from the primitive molluscan foot. Fishermen sometimes call them inkfish, referring to their common ability to squirt ink. [https://en.wikipedia.org/wiki/Cephalopod]",,,http://purl.obolibrary.org/obo/FOODON_03412116,,,,http://purl.obolibrary.org/obo/NCBITaxon_6605,,,a26,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish/Mollusc/Gastropod,AOM_000038,Species,Animal,Aquatic,Shellfish,Mollusc,Gastropod,,,,,Gastropod,Snail,"The Gastropoda or gastropods, more commonly known as snails and slugs, are a large taxonomic class within the phylum Mollusca. Gastropoda (previously known as univalves and sometimes spelled ""Gasteropoda"") are a major part of the phylum Mollusca, and are the most highly diversified class in the phylum, with 65,000 to 80,000 living snail and slug species. [https://en.wikipedia.org/wiki/Gastropoda] The taxonomic class *Gastropoda* also includes snails that live in different habitats, such as land snails, marine and freshwater snails.",,,http://purl.obolibrary.org/obo/FOODON_03412111,,,,http://purl.obolibrary.org/obo/NCBITaxon_6448,,,a21,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Shellfish/Mollusc/Gastropod/South African Abalone,AOM_000054,Species,Animal,Aquatic,Shellfish,Mollusc,Gastropod,South African Abalone,,,,South African Abalone,,,,,http://purl.obolibrary.org/obo/FOODON_03413533,,,Haliotis midae,http://purl.obolibrary.org/obo/NCBITaxon_36098,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Aquatic/Urchins/Collector Urchin,AOM_000036,Species,Animal,Aquatic,Urchins,Collector Urchin,,,,,,Collector Urchin,Hawaiian Sea Urchin,,,,http://purl.obolibrary.org/obo/NCBITaxon_7673,,,Tripneustes gratilla,http://purl.obolibrary.org/obo/NCBITaxon_7673,,,a37,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial,AOM_000003,Species,Animal,Terrestrial,,,,,,,,Terrestrial,Land Animals,A terrestrial animal species is a group of animals that can interbreed and produce fertile offspring and predominantly inhabit the land.,Used LLM BARD,,ERA,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal,AOM_000004,Species,Animal,Terrestrial,Mammal,,,,,,,Mammal,,"Mammals (from Latin mamma ""breast"") are vertebrate animals constituting the class Mammalia, and characterized by the presence of mammary glands which in females produce milk for feeding (nursing) their young, a neocortex (a region of the brain), fur or hair, and three middle ear bones.",,,http://purl.obolibrary.org/obo/FOODON_03411134,,,,http://purl.obolibrary.org/obo/NCBITaxon_40674,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Bovine,AOM_000005,Species,Animal,Terrestrial,Mammal,Bovine,,,,,,Bovine,,"The biological subfamily *Bovinae* includes a diverse group of 10 genera of medium- to large-sized ungulates, including domestic cattle, the bison, African buffalo, the water buffalo, the yak, and the four-horned and spiral-horned antelopes. The evolutionary relationship between the members of the group is obscure, and their classification into loose tribes rather than formal subgroups reflects this uncertainty. General characteristics include cloven hoofs and usually at least one of the sexes of a species having true horns.",,,http://purl.obolibrary.org/obo/FOODON_03414374,,,,http://purl.obolibrary.org/obo/NCBITaxon_9913,,,a8;a8.1;a5,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Bovine/Buffalo,AOM_000009,Species,Animal,Terrestrial,Mammal,Bovine,Buffalo,,,,,Buffalo,Bubalus,,,,http://purl.obolibrary.org/obo/FOODON_03411476,,,Bubalus bubalis,http://purl.obolibrary.org/obo/NCBITaxon_89462,,,a5,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Bovine/Cattle,AOM_000015,Species,Animal,Terrestrial,Mammal,Bovine,Cattle,,,,,Cattle,Bos primigenius taurus;Bos bovis,Cattle (colloquially cows) are the most common type of large domesticated ungulates. They are a prominent modern member of the subfamily *Bovinae*.,,,http://purl.obolibrary.org/obo/NCIT_C161014,,,Bos taurus;Bos indicus,http://purl.obolibrary.org/obo/NCBITaxon_9913,,,a8;a8.1,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Bovine/Cattle/Taurine Cattle,AOM_000014,Species,Animal,Terrestrial,Mammal,Bovine,Cattle,Taurine Cattle,,,,Taurine Cattle,Taurine Cattle,"Taurine cattle (Bos taurus taurus), also called European cattle, are a subspecies of domesticated cattle originating in the Near East. Both taurine cattle and indicine cattle (zebus) are descended from the aurochs. Taurine cattle were originally considered a distinct species, but are now typically grouped with zebus and aurochs into one species, Bos taurus. Most modern breeds of cattle are taurine cattle.",,,http://purl.obolibrary.org/obo/FOODON_00002507,,,Bos taurus,http://purl.obolibrary.org/obo/NCBITaxon_99133,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Bovine/Cattle/Taurine x Zebu Hybrid Cattle,AOM_000012,Species,Animal,Terrestrial,Mammal,Bovine,Cattle,Taurine x Zebu Hybrid Cattle,,,,Taurine x Zebu Hybrid Cattle,Bos taurus X Bos indicus,,,,http://snomed.info/id/125094007,,,Bos taurus x Bos indicus,http://purl.obolibrary.org/obo/NCBITaxon_30522,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Bovine/Cattle/Zebu Cattle,AOM_000013,Species,Animal,Terrestrial,Mammal,Bovine,Cattle,Zebu Cattle,,,,Zebu Cattle,Bos taurus indicus;Indicine cattle,"Zebus (*Bos indicus* or *Bos taurus indicus*), sometimes known as 'nothing cattle', are better-adapted to tropical environments than other domestic cattle. Their scientific name was originally *Bos indicus*, but this name is now deemed invalid by ITIS, who classify the zebu under *Bos taurus* along with all other domestic cattle, and their aurochs ancestors, domesticated in India about 10,000 years ago. However, In 2011, Colin Groves and Peter Grubb classified it as a distinct species again and the American Society of Mammalogists also considers it to be a species. The ancient species of *Bos nomadicus* cattle or even gaur may have contributed to the development of the zebus. There are some 75 known breeds, split about evenly between African breeds and South Asian ones. The major Zebu cattle breeds of the world include Gyr, Guzerat, Indu-Brazilian, Nellore, Ongole and Brahman. Zebu have humps, large dewlaps and ears. They have more sweat glands than European cattle (*Bos taurus*). They handle hot, humid climates well and have pest resistances not seen in European cattle.",,,http://purl.obolibrary.org/obo/FOODON_03413367,,,Bos indicus,http://purl.obolibrary.org/obo/NCBITaxon_9915,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Camel,AOM_000011,Species,Animal,Terrestrial,Mammal,Camel,,,,,,Camel,Camelid,"Camelids are members of the biological family Camelidae, the only currently living family in the suborder Tylopoda. The extant members of this group are: dromedary camels, Bactrian camels, wild Bactrian camels, llamas, alpacas, vicuñas, and guanacos.",,,http://purl.obolibrary.org/obo/FOODON_03412103,,,,http://purl.obolibrary.org/obo/NCBITaxon_9835,,,a6;a6.1,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Camel/Dromedary,AOM_000010,Species,Animal,Terrestrial,Mammal,Camel,Dromedary,,,,,Dromedary,Arabian Camel,"The dromedary camel or Arabian camel (*Camelus dromedarius*) is a large, even-toed ungulate with one hump on its back. It was first described by Carl Linnaeus in 1758. The dromedary camel is the second largest member of the camel family after the larger Bactrian camel.",,,http://purl.obolibrary.org/obo/NCBITaxon_9838,,,Camelus dromedarius,http://purl.obolibrary.org/obo/NCBITaxon_9838,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Caprine,AOM_000006,Species,Animal,Terrestrial,Mammal,Caprine,,,,,,Caprine,Goats and Sheep,"Any of various hollow-horned, bearded ruminant mammals of the genus Capra, originally of mountainous areas of the Old World, especially any of the domesticated forms of C. hircus, raised for wool, milk, and meat. (from American Heritage Dictionary on line) [Definition Source: NCI]",,,http://purl.obolibrary.org/obo/NCIT_C14210 ,,,,http://purl.obolibrary.org/obo/NCBITaxon_9963,,,a13;a13.1;a20;a20.1;a20.2,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Caprine/Goat,AOM_000016,Species,Animal,Terrestrial,Mammal,Caprine,Goat,,,,,Goat,Capra hircus,"The domesticated goat species, Capra hircus. [Definition Source: NCI]",,,http://purl.obolibrary.org/obo/NCIT_C161015,,,Capra aegagrus hircus,http://purl.obolibrary.org/obo/NCBITaxon_9925,,,a13;a13.1,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Caprine/Sheep,AOM_000019,Species,Animal,Terrestrial,Mammal,Caprine,Sheep,,,,,Sheep,Domestic Sheep;Lamb;Ovis ovis;Ovis ammon aries;Ovis orientalis aries,"The domesticated sheep species, Ovis aries. [Definition Source: NCI]",,,http://purl.obolibrary.org/obo/NCIT_C161044,,,Ovis aries,http://purl.obolibrary.org/obo/NCBITaxon_9940,,,a20;a20.1;a20.2,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Equine,AOM_000008,Species,Animal,Terrestrial,Mammal,Equine,,,,,,Equine,,"The domestic horse, Equus caballus. [Definition Source: NCI]",,,http://purl.obolibrary.org/obo/NCIT_C14222,,,,http://purl.obolibrary.org/obo/NCBITaxon_9788,,,a14;a15,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Equine/Donkey,AOM_000021,Species,Animal,Terrestrial,Mammal,Equine,Donkey,,,,,Donkey,Equus asinus;domestic donkey;Equus asinus;ass;burro,,,,http://purl.obolibrary.org/obo/FOODON_03412096,,,Equus asinus africanus,http://purl.obolibrary.org/obo/NCBITaxon_582580,,,a15,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Equine/Horse,AOM_000020,Species,Animal,Terrestrial,Mammal,Equine,Horse,,,,,Horse,Equus ferus caballus;Domestic Horse,"The domestic horse, Equus caballus. [Definition Source: NCI]",,,http://purl.obolibrary.org/obo/NCIT_C14222,,,Equus caballus,http://purl.obolibrary.org/obo/NCBITaxon_9796,,,a14,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species/Animal/Terrestrial/Mammal/Equine/Mule,AOM_000022,Species,Animal,Terrestrial,Mammal,Equine,Mule,,,,,Mule,Equus asinus x Equus caballus,"A mule is the offspring of a male donkey and a female horse. Horses and donkeys are different species, with different numbers of chromosomes. Of the two F1 hybrids between these two species, a mule is easier to obtain than a hinny (the offspring of a male horse and a female donkey). All male mules and most female mules are infertile",,,http://purl.obolibrary.org/obo/FOODON_03412093,http://aims.fao.org/aos/agrovoc/c_4979,,Equus africanus asinus × Equus ferus caballus,,,,NO CODE,,NA,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
